,nan,field_1,Unnamed: 0,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,example_for,start_location,distance_start_centroid,distance_start_cinema,geometry
211,211,11,1.0,Capitol,Capitol_Jakobsplatzsw(4)_15.csv,558.3,158.8,99.5,0,Capitol_Jakobsplatzsw(4)_18.csv,532.9,13.4,99.5,0,Capitol_Jakobsplatzsw(4)_21.csv,558.3,158.8,99.5,0.0,259.4,730.2,Aachen,POINT (6.079815217621405 50.772642446848685),2700.31805472595,840.120650079017,
212,212,12,2.0,,None_Jakobsplatzsw(4)_15.csv,306.1,13.4,172.7,0,None_Jakobsplatzsw(4)_18.csv,306.1,13.4,172.7,0,None_Jakobsplatzsw(4)_21.csv,306.1,13.4,172.7,0.0,155.1,339.3,Aachen,POINT (6.079815217621405 50.772642446848685),2700.31805472595,365.531357400141,
213,213,13,3.0,Cineplex Aachen,Cineplex Aachen_Jakobsplatzsw(4)_15.csv,303.4,13.4,170.0,0,Cineplex Aachen_Jakobsplatzsw(4)_18.csv,303.4,13.4,170.0,0,Cineplex Aachen_Jakobsplatzsw(4)_21.csv,303.4,13.4,170.0,0.0,164.5,425.0,Aachen,POINT (6.079815217621405 50.772642446848685),2700.31805472595,526.985208481649,
214,214,14,4.0,Eden Palast,Eden Palast_Jakobsplatzsw(4)_15.csv,709.6,468.3,121.3,0,Eden Palast_Jakobsplatzsw(4)_18.csv,709.6,468.3,121.3,0,Eden Palast_Jakobsplatzsw(4)_21.csv,750.5,329.2,121.3,0.0,128.1,393.3,Aachen,POINT (6.079815217621405 50.772642446848685),2700.31805472595,432.963694450963,
215,215,15,0.0,Apollo Kino,Apollo Kino_AachenTheatersw_15.csv,895.5,339.7,75.8,0,Apollo Kino_AachenTheatersw_18.csv,895.5,339.7,75.8,0,Apollo Kino_AachenTheatersw_21.csv,955.5,339.7,75.8,0.0,427.2,1297.4,Aachen,POINT (6.089781950369007 50.76893728987262),1888.65476965918,1513.62459012443,
216,216,16,1.0,Capitol,Capitol_AachenTheatersw_15.csv,739.2,339.7,99.5,0,Capitol_AachenTheatersw_18.csv,739.2,339.7,99.5,0,Capitol_AachenTheatersw_21.csv,660.5,339.7,80.8,0.0,306.4,964.3,Aachen,POINT (6.089781950369007 50.76893728987262),1888.65476965918,1066.86141867243,
217,217,17,2.0,,None_AachenTheatersw_15.csv,528.8,56.1,172.7,0,None_AachenTheatersw_18.csv,528.8,56.1,172.7,0,None_AachenTheatersw_21.csv,408.8,56.1,172.7,1.0,202.1,511.0,Aachen,POINT (6.089781950369007 50.76893728987262),1888.65476965918,576.778618278275,
218,218,18,3.0,Cineplex Aachen,Cineplex Aachen_AachenTheatersw_15.csv,573.6,223.6,170.0,0,Cineplex Aachen_AachenTheatersw_18.csv,573.6,223.6,170.0,0,Cineplex Aachen_AachenTheatersw_21.csv,513.6,223.6,170.0,0.0,131.3,278.6,Aachen,POINT (6.089781950369007 50.76893728987262),1888.65476965918,338.944844823361,
219,219,19,4.0,Eden Palast,Eden Palast_AachenTheatersw_15.csv,1175.6,471.0,224.6,0,Eden Palast_AachenTheatersw_18.csv,524.9,223.6,121.3,0,Eden Palast_AachenTheatersw_21.csv,1055.6,471.0,224.6,0.0,162.6,434.1,Aachen,POINT (6.089781950369007 50.76893728987262),1888.65476965918,384.903981770986,
220,220,20,0.0,Apollo Kino,Apollo Kino_AufderHörnsw_15.csv,697.2,246.4,270.8,0,Apollo Kino_AufderHörnsw_18.csv,697.2,246.4,270.8,0,Apollo Kino_AufderHörnsw_21.csv,632.2,246.4,145.8,0.0,515.9,1235.5,Aachen,POINT (6.059800279590649 50.78099359478037),4390.19786222396,1351.55125787116,
221,221,21,1.0,Capitol,Capitol_AufderHörnsw_15.csv,896.9,246.4,110.5,0,Capitol_AufderHörnsw_18.csv,896.9,246.4,110.5,0,Capitol_AufderHörnsw_21.csv,836.9,246.4,110.5,0.0,535.3,1658.7,Aachen,POINT (6.059800279590649 50.78099359478037),4390.19786222396,1974.2112747768,
222,222,22,2.0,,None_AufderHörnsw_15.csv,1152.5,259.8,172.7,0,None_AufderHörnsw_18.csv,1152.5,259.8,172.7,0,None_AufderHörnsw_21.csv,972.5,259.8,172.7,1.0,638.8,1804.9,Aachen,POINT (6.059800279590649 50.78099359478037),4390.19786222396,1978.34440526513,
223,223,23,3.0,Cineplex Aachen,Cineplex Aachen_AufderHörnsw_15.csv,1149.8,259.8,170.0,0,Cineplex Aachen_AufderHörnsw_18.csv,1149.8,259.8,170.0,0,Cineplex Aachen_AufderHörnsw_21.csv,969.8,259.8,170.0,1.0,648.3,2010.7,Aachen,POINT (6.059800279590649 50.78099359478037),4390.19786222396,2196.01617768408,
224,224,24,4.0,Eden Palast,Eden Palast_AufderHörnsw_15.csv,1595.6,246.4,329.2,0,Eden Palast_AufderHörnsw_18.csv,1595.6,246.4,329.2,0,Eden Palast_AufderHörnsw_21.csv,1024.4,259.8,224.6,1.0,611.9,1983.5,Aachen,POINT (6.059800279590649 50.78099359478037),4390.19786222396,2120.26319296473,
225,225,25,0.0,Apollo Kino,Apollo Kino_Scheibenstraßesw_15.csv,1026.6,470.8,75.8,1,Apollo Kino_Scheibenstraßesw_18.csv,1026.6,470.8,75.8,1,Apollo Kino_Scheibenstraßesw_21.csv,1096.6,470.8,145.8,1.0,433.2,1580.7,Aachen,POINT (6.100380630723777 50.76922993306095),1391.16050232328,1976.91313111754,
226,226,26,1.0,Capitol,Capitol_Scheibenstraßesw_15.csv,930.3,470.8,99.5,2,Capitol_Scheibenstraßesw_18.csv,930.3,470.8,99.5,2,Capitol_Scheibenstraßesw_21.csv,870.3,470.8,99.5,0.0,324.5,1138.9,Aachen,POINT (6.100380630723777 50.76922993306095),1391.16050232328,1367.95446013929,
227,227,27,2.0,,None_Scheibenstraßesw_15.csv,632.7,40.0,172.7,0,None_Scheibenstraßesw_18.csv,632.7,40.0,172.7,0,None_Scheibenstraßesw_21.csv,512.7,40.0,172.7,0.0,251.0,923.4,Aachen,POINT (6.100380630723777 50.76922993306095),1391.16050232328,1171.82706192481,
228,228,28,3.0,Cineplex Aachen,Cineplex Aachen_Scheibenstraßesw_15.csv,1053.0,396.3,176.7,0,Cineplex Aachen_Scheibenstraßesw_18.csv,1053.0,396.3,176.7,0,Cineplex Aachen_Scheibenstraßesw_21.csv,933.0,396.3,176.7,0.0,180.3,824.5,Aachen,POINT (6.100380630723777 50.76922993306095),1391.16050232328,972.777766838577,
229,229,29,4.0,Eden Palast,Eden Palast_Scheibenstraßesw_15.csv,1132.1,470.8,121.3,3,Eden Palast_Scheibenstraßesw_18.csv,1132.1,470.8,121.3,3,Eden Palast_Scheibenstraßesw_21.csv,1119.9,396.3,363.6,0.0,272.0,1011.4,Aachen,POINT (6.100380630723777 50.76922993306095),1391.16050232328,1078.46828748729,
230,230,30,0.0,Apollo Kino,Apollo Kino_Wallstraßesw_15.csv,517.9,82.1,75.8,0,Apollo Kino_Wallstraßesw_18.csv,517.9,82.1,75.8,0,Apollo Kino_Wallstraßesw_21.csv,457.9,82.1,75.8,0.0,272.7,823.4,Aachen,POINT (6.087594988728363 50.77319164486292),2313.02719235439,1032.53074992636,
231,231,31,1.0,Capitol,Capitol_Wallstraßesw_15.csv,342.9,82.1,80.8,0,Capitol_Wallstraßesw_18.csv,342.9,82.1,80.8,0,Capitol_Wallstraßesw_21.csv,301.6,82.1,99.5,0.0,151.9,490.2,Aachen,POINT (6.087594988728363 50.77319164486292),2313.02719235439,581.270358213445,
232,232,32,2.0,,None_Wallstraßesw_15.csv,381.7,110.1,151.6,0,None_Wallstraßesw_18.csv,381.7,110.1,151.6,0,None_Wallstraßesw_21.csv,381.7,110.1,151.6,0.0,47.5,166.0,Aachen,POINT (6.087594988728363 50.77319164486292),2313.02719235439,187.318308503471,
233,233,33,3.0,Cineplex Aachen,Cineplex Aachen_Wallstraßesw_15.csv,348.9,52.2,176.7,0,Cineplex Aachen_Wallstraßesw_18.csv,406.8,110.1,176.7,0,Cineplex Aachen_Wallstraßesw_21.csv,282.2,52.2,170.0,0.0,92.5,276.4,Aachen,POINT (6.087594988728363 50.77319164486292),2313.02719235439,198.919036681288,
234,234,34,4.0,Eden Palast,Eden Palast_Wallstraßesw_15.csv,293.5,52.2,121.3,0,Eden Palast_Wallstraßesw_18.csv,293.5,52.2,121.3,0,Eden Palast_Wallstraßesw_21.csv,233.5,52.2,121.3,0.0,105.4,369.2,Aachen,POINT (6.087594988728363 50.77319164486292),2313.02719235439,296.869505637429,
235,235,35,0.0,Apollo Kino,Apollo Kino_Basteilw_15.csv,320.7,184.9,75.8,0,Apollo Kino_Basteilw_18.csv,320.7,184.9,75.8,0,Apollo Kino_Basteilw_21.csv,320.7,184.9,75.8,0.0,85.7,331.5,Aachen,POINT (6.084470446473326 50.779353165937394),2966.43580905104,416.225733082178,
236,236,36,1.0,Capitol,Capitol_Basteilw_15.csv,514.7,355.2,99.5,0,Capitol_Basteilw_18.csv,514.7,355.2,99.5,0,Capitol_Basteilw_21.csv,514.7,355.2,99.5,0.0,56.2,224.7,Aachen,POINT (6.084470446473326 50.779353165937394),2966.43580905104,237.233634799899,
237,237,37,2.0,,None_Basteilw_15.csv,616.9,324.2,172.7,0,None_Basteilw_18.csv,676.9,324.2,172.7,0,None_Basteilw_21.csv,616.9,324.2,172.7,0.0,551.5,662.3,Aachen,POINT (6.084470446473326 50.779353165937394),2966.43580905104,694.772605776931,
238,238,38,3.0,Cineplex Aachen,Cineplex Aachen_Basteilw_15.csv,614.2,324.2,170.0,0,Cineplex Aachen_Basteilw_18.csv,674.2,324.2,170.0,0,Cineplex Aachen_Basteilw_21.csv,614.2,324.2,170.0,0.0,480.8,877.4,Aachen,POINT (6.084470446473326 50.779353165937394),2966.43580905104,898.997183833336,
239,239,39,4.0,Eden Palast,Eden Palast_Basteilw_15.csv,625.5,324.2,121.3,0,Eden Palast_Basteilw_18.csv,625.5,324.2,121.3,0,Eden Palast_Basteilw_21.csv,565.5,324.2,121.3,0.0,572.5,903.9,Aachen,POINT (6.084470446473326 50.779353165937394),2966.43580905104,937.896825298891,
240,240,40,0.0,Apollo Kino,Apollo Kino_Philipslw_15.csv,1280.1,4.3,75.8,2,Apollo Kino_Philipslw_18.csv,1280.1,4.3,75.8,2,Apollo Kino_Philipslw_21.csv,1220.1,4.3,75.8,1.0,793.4,3353.2,Aachen,POINT (6.136161380233036 50.776838202609426),2668.08540325355,4057.87634554968,
241,241,41,1.0,Capitol,Capitol_Philipslw_15.csv,1183.8,4.3,99.5,2,Capitol_Philipslw_18.csv,1183.8,4.3,99.5,2,Capitol_Philipslw_21.csv,1063.8,4.3,99.5,0.0,715.8,2863.0,Aachen,POINT (6.136161380233036 50.776838202609426),2668.08540325355,3437.69696218254,
242,242,42,2.0,,None_Philipslw_15.csv,1295.9,4.3,151.6,0,None_Philipslw_18.csv,1295.9,4.3,151.6,0,None_Philipslw_21.csv,1415.9,4.3,151.6,1.0,646.8,3027.3,Aachen,POINT (6.136161380233036 50.776838202609426),2668.08540325355,3636.86482376339,
243,243,43,3.0,Cineplex Aachen,Cineplex Aachen_Philipslw_15.csv,1321.0,4.3,176.7,0,Cineplex Aachen_Philipslw_18.csv,1321.0,4.3,176.7,0,Cineplex Aachen_Philipslw_21.csv,1434.3,4.3,170.0,2.0,576.0,2825.3,Aachen,POINT (6.136161380233036 50.776838202609426),2668.08540325355,3517.00294610449,
244,244,44,4.0,Eden Palast,Eden Palast_Philipslw_15.csv,1145.6,4.3,121.3,0,Eden Palast_Philipslw_18.csv,1145.6,4.3,121.3,0,Eden Palast_Philipslw_21.csv,1385.6,4.3,121.3,2.0,667.7,3012.2,Aachen,POINT (6.136161380233036 50.776838202609426),2668.08540325355,3645.16357315772,
245,245,45,0.0,Apollo Kino,Apollo Kino_Lochnerstraße-SANZ_15.csv,853.1,468.5,324.6,0,Apollo Kino_Lochnerstraße-SANZ_18.csv,853.1,468.5,324.6,0,Apollo Kino_Lochnerstraße-SANZ_21.csv,712.9,295.6,237.3,0.0,478.4,1101.4,Aachen,POINT (6.074428516916135 50.769940075559504),2878.64642034075,1237.14001372504,
246,246,46,1.0,Capitol,Capitol_Lochnerstraße-SANZ_15.csv,706.1,295.6,110.5,0,Capitol_Lochnerstraße-SANZ_18.csv,1087.0,451.7,215.3,0,Capitol_Lochnerstraße-SANZ_21.csv,706.1,295.6,110.5,0.0,357.6,1128.8,Aachen,POINT (6.074428516916135 50.769940075559504),2878.64642034075,1318.49569583474,
247,247,47,2.0,,None_Lochnerstraße-SANZ_15.csv,744.4,451.7,172.7,0,None_Lochnerstraße-SANZ_18.csv,744.4,451.7,172.7,0,None_Lochnerstraße-SANZ_21.csv,744.4,451.7,172.7,0.0,253.2,737.8,Aachen,POINT (6.074428516916135 50.769940075559504),2878.64642034075,821.606426982151,
248,248,48,3.0,Cineplex Aachen,Cineplex Aachen_Lochnerstraße-SANZ_15.csv,741.7,451.7,170.0,0,Cineplex Aachen_Lochnerstraße-SANZ_18.csv,741.7,451.7,170.0,0,Cineplex Aachen_Lochnerstraße-SANZ_21.csv,741.7,451.7,170.0,0.0,232.5,823.6,Aachen,POINT (6.074428516916135 50.769940075559504),2878.64642034075,905.228615883114,
249,249,49,4.0,Eden Palast,Eden Palast_Lochnerstraße-SANZ_15.csv,632.9,259.0,253.9,0,Eden Palast_Lochnerstraße-SANZ_18.csv,632.9,259.0,253.9,0,Eden Palast_Lochnerstraße-SANZ_21.csv,604.6,80.0,224.6,0.0,223.7,766.0,Aachen,POINT (6.074428516916135 50.769940075559504),2878.64642034075,777.459851661358,
250,250,0,0.0,Apollo Kino,Apollo Kino_Schanzsw(5er)H5_15.csv,833.7,457.9,75.8,0,Apollo Kino_Schanzsw(5er)H5_18.csv,833.7,457.9,75.8,0,Apollo Kino_Schanzsw(5er)H5_21.csv,833.7,457.9,75.8,0.0,578.7,1232.6,Aachen,POINT (6.069184810871598 50.76915620263697),3183.95217153023,1455.91486263146,
251,251,1,1.0,Capitol,Capitol_Schanzsw(5er)H5_15.csv,1037.4,457.9,99.5,0,Capitol_Schanzsw(5er)H5_18.csv,1037.4,457.9,99.5,0,Capitol_Schanzsw(5er)H5_21.csv,813.1,173.6,99.5,2.0,457.9,1346.6,Aachen,POINT (6.069184810871598 50.76915620263697),3183.95217153023,1652.0233449815,
252,252,2,2.0,,None_Schanzsw(5er)H5_15.csv,747.2,274.5,172.7,0,None_Schanzsw(5er)H5_18.csv,747.2,274.5,172.7,0,None_Schanzsw(5er)H5_21.csv,646.3,173.6,172.7,0.0,353.5,1023.0,Aachen,POINT (6.069184810871598 50.76915620263697),3183.95217153023,1195.81570170014,
253,253,3,3.0,Cineplex Aachen,Cineplex Aachen_Schanzsw(5er)H5_15.csv,744.5,274.5,170.0,0,Cineplex Aachen_Schanzsw(5er)H5_18.csv,744.5,274.5,170.0,0,Cineplex Aachen_Schanzsw(5er)H5_21.csv,643.6,173.6,170.0,0.0,287.8,1108.7,Aachen,POINT (6.069184810871598 50.76915620263697),3183.95217153023,1285.04618663387,
254,254,4,4.0,Eden Palast,Eden Palast_Schanzsw(5er)H5_15.csv,594.9,173.6,121.3,0,Eden Palast_Schanzsw(5er)H5_18.csv,594.9,173.6,121.3,0,Eden Palast_Schanzsw(5er)H5_21.csv,698.2,173.6,224.6,0.0,279.0,1010.4,Aachen,POINT (6.069184810871598 50.76915620263697),3183.95217153023,1156.58149790965,
255,255,5,0.0,Apollo Kino,Apollo Kino_Schanzlw(4)H4_15.csv,598.1,282.3,75.8,0,Apollo Kino_Schanzlw(4)H4_18.csv,598.1,282.3,75.8,0,Apollo Kino_Schanzlw(4)H4_21.csv,598.1,282.3,75.8,0.0,564.5,1190.0,Aachen,POINT (6.070026368618046 50.76922699930671),3131.57928320847,1421.70075095366,
256,256,6,1.0,Capitol,Capitol_Schanzlw(4)H4_15.csv,801.8,282.3,99.5,0,Capitol_Schanzlw(4)H4_18.csv,801.8,282.3,99.5,0,Capitol_Schanzlw(4)H4_21.csv,801.8,282.3,99.5,0.0,443.7,1304.1,Aachen,POINT (6.070026368618046 50.76922699930671),3131.57928320847,1600.99635345179,
257,257,7,2.0,,None_Schanzlw(4)H4_15.csv,704.7,232.0,172.7,0,None_Schanzlw(4)H4_18.csv,704.7,232.0,172.7,0,None_Schanzlw(4)H4_21.csv,679.0,206.3,172.7,0.0,339.3,980.4,Aachen,POINT (6.070026368618046 50.76922699930671),3131.57928320847,1137.80878952983,
258,258,8,3.0,Cineplex Aachen,Cineplex Aachen_Schanzlw(4)H4_15.csv,702.0,232.0,170.0,0,Cineplex Aachen_Schanzlw(4)H4_18.csv,702.0,232.0,170.0,0,Cineplex Aachen_Schanzlw(4)H4_21.csv,676.3,206.3,170.0,0.0,273.6,1066.1,Aachen,POINT (6.070026368618046 50.76922699930671),3131.57928320847,1225.29221316617,
259,259,9,4.0,Eden Palast,Eden Palast_Schanzlw(4)H4_15.csv,735.4,374.1,121.3,0,Eden Palast_Schanzlw(4)H4_18.csv,735.4,374.1,121.3,0,Eden Palast_Schanzlw(4)H4_21.csv,760.2,206.3,253.9,0.0,264.8,967.8,Aachen,POINT (6.070026368618046 50.76922699930671),3131.57928320847,1096.7383896728,
260,260,10,0.0,Apollo Kino,Apollo Kino_Kapitelstraßesw_15.csv,1044.6,188.8,75.8,0,Apollo Kino_Kapitelstraßesw_18.csv,1044.6,188.8,75.8,0,Apollo Kino_Kapitelstraßesw_21.csv,984.6,188.8,75.8,0.0,460.9,1253.3,Aachen,POINT (6.091473527645454 50.76967092059091),1846.74962159698,1510.26993230027,
261,261,11,1.0,Capitol,Capitol_Kapitelstraßesw_15.csv,888.3,188.8,99.5,0,Capitol_Kapitelstraßesw_18.csv,888.3,188.8,99.5,0,Capitol_Kapitelstraßesw_21.csv,689.6,188.8,80.8,0.0,340.1,846.5,Aachen,POINT (6.091473527645454 50.76967092059091),1846.74962159698,1012.67813672802,
262,262,12,2.0,,None_Kapitelstraßesw_15.csv,511.0,158.3,172.7,0,None_Kapitelstraßesw_18.csv,511.0,158.3,172.7,0,None_Kapitelstraßesw_21.csv,451.0,158.3,172.7,0.0,235.7,595.9,Aachen,POINT (6.091473527645454 50.76967092059091),1846.74962159698,599.318029843121,
263,263,13,3.0,Cineplex Aachen,Cineplex Aachen_Kapitelstraßesw_15.csv,658.8,188.8,170.0,0,Cineplex Aachen_Kapitelstraßesw_18.csv,658.8,188.8,170.0,0,Cineplex Aachen_Kapitelstraßesw_21.csv,538.8,188.8,170.0,0.0,165.0,379.5,Aachen,POINT (6.091473527645454 50.76967092059091),1846.74962159698,369.507023871296,
264,264,14,4.0,Eden Palast,Eden Palast_Kapitelstraßesw_15.csv,723.4,258.8,224.6,0,Eden Palast_Kapitelstraßesw_18.csv,610.1,188.8,121.3,0,Eden Palast_Kapitelstraßesw_21.csv,663.4,258.8,224.6,0.0,189.1,535.0,Aachen,POINT (6.091473527645454 50.76967092059091),1846.74962159698,455.584358143753,
265,265,15,0.0,Apollo Kino,Apollo Kino_Augustastraße-KPL_15.csv,569.4,13.6,75.8,1,Apollo Kino_Augustastraße-KPL_18.csv,569.4,13.6,75.8,1,Apollo Kino_Augustastraße-KPL_21.csv,639.4,13.6,145.8,1.0,457.1,1477.7,Aachen,POINT (6.101647184917951 50.77429542265953),1852.60469491771,1751.39085253293,
266,266,16,1.0,Capitol,Capitol_Augustastraße-KPL_15.csv,473.1,13.6,99.5,2,Capitol_Augustastraße-KPL_18.csv,473.1,13.6,99.5,2,Capitol_Augustastraße-KPL_21.csv,413.1,13.6,99.5,0.0,348.3,864.4,Aachen,POINT (6.101647184917951 50.77429542265953),1852.60469491771,1098.79689257115,
267,267,17,2.0,,None_Augustastraße-KPL_15.csv,737.1,13.6,183.5,2,None_Augustastraße-KPL_18.csv,737.1,13.6,183.5,2,None_Augustastraße-KPL_21.csv,797.1,13.6,183.5,0.0,358.3,1004.4,Aachen,POINT (6.101647184917951 50.77429542265953),1852.60469491771,1185.74918616555,
268,268,18,3.0,Cineplex Aachen,Cineplex Aachen_Augustastraße-KPL_15.csv,730.3,13.6,176.7,2,Cineplex Aachen_Augustastraße-KPL_18.csv,730.3,13.6,176.7,2,Cineplex Aachen_Augustastraße-KPL_21.csv,790.3,13.6,176.7,0.0,287.6,905.5,Aachen,POINT (6.101647184917951 50.77429542265953),1852.60469491771,1078.42511337308,
269,269,19,4.0,Eden Palast,Eden Palast_Augustastraße-KPL_15.csv,674.9,13.6,121.3,3,Eden Palast_Augustastraße-KPL_18.csv,674.9,13.6,121.3,3,Eden Palast_Augustastraße-KPL_21.csv,734.9,13.6,121.3,2.0,379.3,1092.4,Aachen,POINT (6.101647184917951 50.77429542265953),1852.60469491771,1209.82991859626,
270,270,20,0.0,Apollo Kino,Apollo Kino_LudwigForumlw_15.csv,4530.1,194.3,75.8,3,Apollo Kino_LudwigForumlw_18.csv,4530.1,194.3,75.8,5,Apollo Kino_LudwigForumlw_21.csv,1042.8,187.0,75.8,2.0,375.7,1280.7,Aachen,POINT (6.10059397923482 50.78253514750758),2745.91933808954,1540.1530753783,
271,271,21,1.0,Capitol,Capitol_LudwigForumlw_15.csv,4373.8,194.3,99.5,3,Capitol_LudwigForumlw_18.csv,4373.8,194.3,99.5,4,Capitol_LudwigForumlw_21.csv,627.8,187.0,80.8,0.0,305.7,958.5,Aachen,POINT (6.10059397923482 50.78253514750758),2745.91933808954,1031.61795396197,
272,272,22,2.0,,None_LudwigForumlw_15.csv,853.3,67.6,125.7,1,None_LudwigForumlw_18.csv,853.3,67.6,125.7,1,None_LudwigForumlw_21.csv,960.3,67.6,172.7,0.0,516.2,1243.3,Aachen,POINT (6.10059397923482 50.78253514750758),2745.91933808954,1522.24839059253,
273,273,23,3.0,Cineplex Aachen,Cineplex Aachen_LudwigForumlw_15.csv,784.3,67.6,176.7,1,Cineplex Aachen_LudwigForumlw_18.csv,784.3,67.6,176.7,1,Cineplex Aachen_LudwigForumlw_21.csv,957.6,67.6,170.0,0.0,445.4,1413.8,Aachen,POINT (6.10059397923482 50.78253514750758),2745.91933808954,1561.51416807316,
274,274,24,4.0,Eden Palast,Eden Palast_LudwigForumlw_15.csv,728.9,67.6,121.3,1,Eden Palast_LudwigForumlw_18.csv,728.9,67.6,121.3,1,Eden Palast_LudwigForumlw_21.csv,1028.9,67.6,121.3,0.0,537.1,1600.7,Aachen,POINT (6.10059397923482 50.78253514750758),2745.91933808954,1680.06665749977,
275,275,25,0.0,Apollo Kino,Apollo Kino_Aachen-RotheErde_15.csv,934.3,94.1,180.2,1,Apollo Kino_Aachen-RotheErde_18.csv,934.3,94.1,180.2,1,Apollo Kino_Aachen-RotheErde_21.csv,934.3,94.1,180.2,1.0,662.6,2226.7,Aachen,POINT (6.1142625812498235 50.772610288714574),1551.48967605341,2647.66096786261,
276,276,26,1.0,Capitol,Capitol_Aachen-RotheErde_15.csv,847.1,94.1,213.0,2,Capitol_Aachen-RotheErde_18.csv,847.1,94.1,213.0,2,Capitol_Aachen-RotheErde_21.csv,787.1,94.1,213.0,0.0,553.8,1613.4,Aachen,POINT (6.1142625812498235 50.772610288714574),1551.48967605341,1995.95404716488,
277,277,27,2.0,,None_Aachen-RotheErde_15.csv,939.7,227.0,172.7,0,None_Aachen-RotheErde_18.csv,939.7,227.0,172.7,0,None_Aachen-RotheErde_21.csv,879.7,227.0,172.7,0.0,484.8,1759.3,Aachen,POINT (6.1142625812498235 50.772610288714574),1551.48967605341,2069.23301743997,
278,278,28,3.0,Cineplex Aachen,Cineplex Aachen_Aachen-RotheErde_15.csv,943.7,227.0,176.7,0,Cineplex Aachen_Aachen-RotheErde_18.csv,943.7,227.0,176.7,0,Cineplex Aachen_Aachen-RotheErde_21.csv,863.0,227.0,276.0,0.0,414.0,1660.4,Aachen,POINT (6.1142625812498235 50.772610288714574),1551.48967605341,1924.96683512458,
279,279,29,4.0,Eden Palast,Eden Palast_Aachen-RotheErde_15.csv,1181.4,94.1,367.3,3,Eden Palast_Aachen-RotheErde_18.csv,1181.4,94.1,367.3,3,Eden Palast_Aachen-RotheErde_21.csv,753.9,227.0,166.9,0.0,505.7,1847.3,Aachen,POINT (6.1142625812498235 50.772610288714574),1551.48967605341,2049.29035456823,
280,280,30,0.0,Apollo Kino,Apollo Kino_AachenKaiserplatzH3-WIBR(Li.47)_15.csv,1086.8,565.3,161.5,0,Apollo Kino_AachenKaiserplatzH3-WIBR(Li.47)_18.csv,1086.8,565.3,161.5,1,Apollo Kino_AachenKaiserplatzH3-WIBR(Li.47)_21.csv,985.8,622.4,123.4,0.0,418.1,1513.2,Aachen,POINT (6.098624437041576 50.77204653253253),1722.31073097803,1687.75246888202,
281,281,31,1.0,Capitol,Capitol_AachenKaiserplatzH3-WIBR(Li.47)_15.csv,875.8,565.3,130.5,0,Capitol_AachenKaiserplatzH3-WIBR(Li.47)_18.csv,875.8,565.3,130.5,0,Capitol_AachenKaiserplatzH3-WIBR(Li.47)_21.csv,955.4,622.4,213.0,0.0,309.3,892.6,Aachen,POINT (6.098624437041576 50.77204653253253),1722.31073097803,1057.82019947882,
282,282,32,2.0,,None_AachenKaiserplatzH3-WIBR(Li.47)_15.csv,1160.1,676.6,183.5,1,None_AachenKaiserplatzH3-WIBR(Li.47)_18.csv,1160.1,676.6,183.5,0,None_AachenKaiserplatzH3-WIBR(Li.47)_21.csv,1225.9,622.4,183.5,0.0,317.7,855.9,Aachen,POINT (6.098624437041576 50.77204653253253),1722.31073097803,972.540557285571,
283,283,33,3.0,Cineplex Aachen,Cineplex Aachen_AachenKaiserplatzH3-WIBR(Li.47)_15.csv,1318.0,676.6,341.4,1,Cineplex Aachen_AachenKaiserplatzH3-WIBR(Li.47)_18.csv,1318.0,676.6,341.4,0,Cineplex Aachen_AachenKaiserplatzH3-WIBR(Li.47)_21.csv,1383.8,622.4,341.4,0.0,247.0,757.0,Aachen,POINT (6.098624437041576 50.77204653253253),1722.31073097803,820.091697627348,
284,284,34,4.0,Eden Palast,Eden Palast_AachenKaiserplatzH3-WIBR(Li.47)_15.csv,1343.9,676.6,367.3,0,Eden Palast_AachenKaiserplatzH3-WIBR(Li.47)_18.csv,1343.9,676.6,367.3,0,Eden Palast_AachenKaiserplatzH3-WIBR(Li.47)_21.csv,1061.5,426.0,275.5,0.0,338.6,943.9,Aachen,POINT (6.098624437041576 50.77204653253253),1722.31073097803,945.635751285838,
285,285,35,0.0,Apollo Kino,Apollo Kino_Hansemannplatz-EUGRH5_15.csv,702.5,181.0,161.5,0,Apollo Kino_Hansemannplatz-EUGRH5_18.csv,702.5,181.0,161.5,1,Apollo Kino_Hansemannplatz-EUGRH5_21.csv,542.8,179.4,123.4,0.0,357.0,998.4,Aachen,POINT (6.094246442270141 50.77651439143351),2307.49173193724,1174.12848525528,
286,286,36,1.0,Capitol,Capitol_Hansemannplatz-EUGRH5_15.csv,491.5,181.0,130.5,0,Capitol_Hansemannplatz-EUGRH5_18.csv,491.5,181.0,130.5,0,Capitol_Hansemannplatz-EUGRH5_21.csv,512.4,179.4,213.0,0.0,236.2,456.8,Aachen,POINT (6.094246442270141 50.77651439143351),2307.49173193724,521.368441320047,
287,287,37,2.0,,None_Hansemannplatz-EUGRH5_15.csv,717.1,233.6,183.5,1,None_Hansemannplatz-EUGRH5_18.csv,717.1,233.6,183.5,0,None_Hansemannplatz-EUGRH5_21.csv,782.9,179.4,183.5,0.0,336.6,621.1,Aachen,POINT (6.094246442270141 50.77651439143351),2307.49173193724,757.48422177621,
