,Unnamed: 0.1,field_1,Unnamed: 0,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,example_for,start_location,distance_start_centroid,distance_start_cinema,geometry
38,38,18,0.0,Filmwelt Landau,"Filmwelt Landau_Landau,Synagogenmahnmal_15.csv",2033.8,583.7,130.1,0,"Filmwelt Landau_Landau,Synagogenmahnmal_18.csv",1607.9,469.8,658.1,0.0,"Filmwelt Landau_Landau,Synagogenmahnmal_21.csv",1321.9,63.8,658.1,0.0,473.1,1867.4,Landau in der Pfalz,POINT (8.10848589965972 49.19784063814469),5222.057086780853,2031.8885283644693,
39,39,19,1.0,Universum Kinocenter,"Universum Kinocenter_Landau,Synagogenmahnmal_15.csv",1476.8,851.6,565.2,0,"Universum Kinocenter_Landau,Synagogenmahnmal_18.csv",934.9,495.7,379.2,0.0,"Universum Kinocenter_Landau,Synagogenmahnmal_21.csv",801.3,495.7,185.6,0.0,325.0,426.7,Landau in der Pfalz,POINT (8.10848589965972 49.19784063814469),5222.057086780853,488.7659982915061,
40,40,0,0.0,Filmwelt Landau,"Filmwelt Landau_Landau,UniAlterMeßplatz_15.csv",1008.1,458.0,130.1,0,"Filmwelt Landau_Landau,UniAlterMeßplatz_18.csv",1054.2,324.1,130.1,0.0,"Filmwelt Landau_Landau,UniAlterMeßplatz_21.csv",1054.2,324.1,130.1,0.0,424.9,1509.6,Landau in der Pfalz,POINT (8.113256324038863 49.196075143460604),5618.951267248636,1633.7462598821287,
41,41,1,1.0,Universum Kinocenter,"Universum Kinocenter_Landau,UniAlterMeßplatz_15.csv",653.6,283.3,190.3,0,"Universum Kinocenter_Landau,UniAlterMeßplatz_18.csv",593.6,283.3,190.3,0.0,"Universum Kinocenter_Landau,UniAlterMeßplatz_21.csv",596.7,291.1,185.6,0.0,146.5,113.1,Landau in der Pfalz,POINT (8.113256324038863 49.196075143460604),5618.951267248636,141.1057945967476,
42,42,2,0.0,Filmwelt Landau,"Filmwelt Landau_Arzheim,Niederfeld_15.csv",2319.6,149.5,130.1,1,"Filmwelt Landau_Arzheim,Niederfeld_18.csv",2199.6,149.5,130.1,2.0,"Filmwelt Landau_Arzheim,Niederfeld_21.csv",3579.6,149.5,130.1,1.0,627.2,2669.9,Landau in der Pfalz,POINT (8.093897089548072 49.195859779456306),4559.195987270443,2904.52778030543,
43,43,3,1.0,Universum Kinocenter,"Universum Kinocenter_Arzheim,Niederfeld_15.csv",759.8,149.5,190.3,0,"Universum Kinocenter_Arzheim,Niederfeld_18.csv",759.8,149.5,190.3,0.0,"Universum Kinocenter_Arzheim,Niederfeld_21.csv",759.8,149.5,190.3,0.0,479.2,1315.5,Landau in der Pfalz,POINT (8.093897089548072 49.195859779456306),4559.195987270443,1537.1365011054118,
44,44,4,0.0,Filmwelt Landau,Filmwelt Landau_Landau(Pfalz)centraltrainstation_15.csv,1721.1,540.1,1061.0,0,Filmwelt Landau_Landau(Pfalz)centraltrainstation_18.csv,1721.1,540.1,1061.0,0.0,Filmwelt Landau_Landau(Pfalz)centraltrainstation_21.csv,1781.1,540.1,1061.0,0.0,382.2,1584.6,Landau in der Pfalz,POINT (8.122862440366644 49.202795674837375),5846.325906688177,1785.2659776772878,
45,45,5,1.0,Universum Kinocenter,Universum Kinocenter_Landau(Pfalz)centraltrainstation_15.csv,905.7,540.1,185.6,1,Universum Kinocenter_Landau(Pfalz)centraltrainstation_18.csv,905.7,540.1,185.6,1.0,Universum Kinocenter_Landau(Pfalz)centraltrainstation_21.csv,910.4,540.1,190.3,0.0,322.4,889.7,Landau in der Pfalz,POINT (8.122862440366644 49.202795674837375),5846.325906688177,890.8699482939099,
46,46,6,0.0,Filmwelt Landau,"Filmwelt Landau_Landau,UniNord_15.csv",1364.9,394.8,130.1,0,"Filmwelt Landau_Landau,UniNord_18.csv",1364.9,394.8,130.1,0.0,"Filmwelt Landau_Landau,UniNord_21.csv",1171.6,381.5,130.1,0.0,440.9,2029.9,Landau in der Pfalz,POINT (8.114247517741578 49.20382728559346),5232.672745629895,2190.107015096895,
47,47,7,1.0,Universum Kinocenter,"Universum Kinocenter_Landau,UniNord_15.csv",794.4,381.5,292.9,0,"Universum Kinocenter_Landau,UniNord_18.csv",794.4,381.5,292.9,0.0,"Universum Kinocenter_Landau,UniNord_21.csv",794.4,381.5,292.9,0.0,302.0,692.0,Landau in der Pfalz,POINT (8.114247517741578 49.20382728559346),5232.672745629895,796.0554408499745,
48,48,8,0.0,Filmwelt Landau,"Filmwelt Landau_Landau,Bethesda_15.csv",1400.1,430.0,130.1,0,"Filmwelt Landau_Landau,Bethesda_18.csv",1400.1,430.0,130.1,0.0,"Filmwelt Landau_Landau,Bethesda_21.csv",2300.5,1042.4,658.1,0.0,475.6,2075.9,Landau in der Pfalz,POINT (8.117019800000001 49.2057276),5323.320391606946,2261.5115629316547,
49,49,9,1.0,Universum Kinocenter,"Universum Kinocenter_Landau,Bethesda_15.csv",1082.9,430.0,292.9,0,"Universum Kinocenter_Landau,Bethesda_18.csv",902.9,430.0,292.9,0.0,"Universum Kinocenter_Landau,Bethesda_21.csv",1732.6,1154.3,398.3,0.0,336.6,835.7,Landau in der Pfalz,POINT (8.117019800000001 49.2057276),5323.320391606946,1016.8042886176409,
50,50,10,0.0,Filmwelt Landau,"Filmwelt Landau_Landau,Dammühlstraße_15.csv",848.4,598.3,130.1,0,"Filmwelt Landau_Landau,Dammühlstraße_18.csv",1822.4,684.3,658.1,0.0,"Filmwelt Landau_Landau,Dammühlstraße_21.csv",2123.8,865.7,658.1,0.0,237.8,1059.4,Landau in der Pfalz,POINT (8.122326511626717 49.19503502913377),6231.572051333651,1057.3330244473525,
51,51,11,1.0,Universum Kinocenter,"Universum Kinocenter_Landau,Dammühlstraße_15.csv",1368.5,638.2,190.3,0,"Universum Kinocenter_Landau,Dammühlstraße_18.csv",937.5,498.3,379.2,0.0,"Universum Kinocenter_Landau,Dammühlstraße_21.csv",803.9,498.3,185.6,0.0,207.0,490.6,Landau in der Pfalz,POINT (8.122326511626717 49.19503502913377),6231.572051333651,567.2760337821516,
52,52,12,0.0,Filmwelt Landau,"Filmwelt Landau_Landau,Westring_15.csv",1060.8,150.7,130.1,0,"Filmwelt Landau_Landau,Westring_18.csv",1303.8,393.7,130.1,0.0,"Filmwelt Landau_Landau,Westring_21.csv",1071.6,281.5,130.1,0.0,428.9,1894.0,Landau in der Pfalz,POINT (8.11436757054455 49.201875483211865),5342.830485981172,2012.6393290596773,
53,53,13,1.0,Universum Kinocenter,"Universum Kinocenter_Landau,Westring_15.csv",694.4,281.5,292.9,0,"Universum Kinocenter_Landau,Westring_18.csv",694.4,281.5,292.9,0.0,"Universum Kinocenter_Landau,Westring_21.csv",694.4,281.5,292.9,0.0,290.0,516.0,Landau in der Pfalz,POINT (8.11436757054455 49.201875483211865),5342.830485981172,578.9791693020442,
