,Unnamed: 0.1,field_1,Unnamed: 0,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,example_for,start_location,distance_start_centroid,distance_start_cinema,geometry
48,48,8,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,Schulzentrum,Mast3_15.csv",1440.4,794.0,526.4,0.0,"Gloria Kinocenter Ankum_Ankum,Schulzentrum,Mast3_18.csv",1440.4,794.0,526.4,0.0,"Gloria Kinocenter Ankum_Ankum,Schulzentrum,Mast3_21.csv",1331.2,794.0,357.2,0.0,244.3,936.6,Ankum,POINT (7.879662464331197 52.536311695864725),383.9287494180829,941.1352208879094,
49,49,9,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Kettenkamp,Hollermann,Mast1_15.csv",754.6,405.7,108.9,0.0,"Gloria Kinocenter Ankum_Kettenkamp,Hollermann,Mast1_18.csv",754.6,405.7,108.9,0.0,"Gloria Kinocenter Ankum_Kettenkamp,Hollermann,Mast1_21.csv",754.6,405.7,108.9,0.0,314.0,1893.8,Ankum,POINT (7.837328435171887 52.544654902363035),2709.559577832756,2162.990229725287,
50,50,0,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,AmBrunning,Mast2_15.csv",781.0,612.1,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,AmBrunning,Mast2_18.csv",781.0,612.1,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,AmBrunning,Mast2_21.csv",918.3,612.1,126.2,0.0,141.0,409.1,Ankum,POINT (7.871240350000001 52.54571075),1172.2237885497725,486.5000139994886,
51,51,1,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,Krankenhaus,Mast2_15.csv",1069.2,900.3,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,Krankenhaus,Mast2_18.csv",1069.2,900.3,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,Krankenhaus,Mast2_21.csv",1146.5,900.3,126.2,0.0,224.1,1116.5,Ankum,POINT (7.882319179435327 52.535606743929144),549.2160751122507,1132.0292922060712,
52,52,2,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,Krankenhaus,Mast2_15.csv",717.5,71.1,526.4,0.0,"Gloria Kinocenter Ankum_Ankum,Krankenhaus,Mast2_18.csv",717.5,71.1,526.4,0.0,"Gloria Kinocenter Ankum_Ankum,Krankenhaus,Mast2_21.csv",608.3,71.1,357.2,0.0,175.6,1014.4,Ankum,POINT (7.884320777384949 52.54435865145957),1214.964094191915,1095.1859492854446,
53,53,3,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Sitter,Sitterweg,Mast1_15.csv",2181.1,1534.7,526.4,0.0,"Gloria Kinocenter Ankum_Sitter,Sitterweg,Mast1_18.csv",2181.1,1534.7,526.4,0.0,"Gloria Kinocenter Ankum_Sitter,Sitterweg,Mast1_21.csv",2071.9,1534.7,357.2,0.0,241.5,1427.2,Ankum,POINT (7.873848985609499 52.5574332701904),2458.6584352543405,1794.7288167310396,
54,54,4,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,ImGrunde,Mast2_15.csv",870.6,701.7,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,ImGrunde,Mast2_18.csv",870.6,701.7,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,ImGrunde,Mast2_21.csv",1007.9,701.7,126.2,0.0,225.0,1091.7,Ankum,POINT (7.882784228619938 52.54904810598286),1632.2024260224528,1258.655414739639,
55,55,5,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,Krankenhaus,Mast1_15.csv",1216.8,1047.9,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,Krankenhaus,Mast1_18.csv",1216.8,1047.9,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,Krankenhaus,Mast1_21.csv",1156.0,618.8,357.2,0.0,334.2,1492.8,Ankum,POINT (7.888208870961268 52.547206389849435),1625.7111558430229,1455.4913787367457,
56,56,6,0.0,Gloria Kinocenter Ankum,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,306.4,2854.3,Ankum,POINT (7.913237649999999 52.5297263),2718.3426870174426,3289.2938745663605,
57,57,7,0.0,Gloria Kinocenter Ankum,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,547.5,4147.4,Ankum,POINT (7.9238567711996515 52.52108204762282),3721.095724278114,4375.47850687233,
58,58,8,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Rüssel,Elseberg,Mast1_15.csv",942.1,773.2,108.9,0.0,"Gloria Kinocenter Ankum_Rüssel,Elseberg,Mast1_18.csv",942.1,773.2,108.9,0.0,"Gloria Kinocenter Ankum_Rüssel,Elseberg,Mast1_21.csv",1079.4,773.2,126.2,0.0,164.1,1240.0,Ankum,POINT (7.887847507191998 52.53689012705995),939.4761437333912,1392.414625654853,
59,59,9,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,Bahnhof,Mast2_15.csv",423.0,176.8,126.2,0.0,"Gloria Kinocenter Ankum_Ankum,Bahnhof,Mast2_18.csv",423.0,176.8,126.2,0.0,"Gloria Kinocenter Ankum_Ankum,Bahnhof,Mast2_21.csv",423.0,176.8,126.2,0.0,60.0,142.9,Ankum,POINT (7.867869399999999 52.540396900000005),709.8075004182447,147.95955073504953,
