,group,average travel time,average visit time,average likely,average possible,15 travel time,15 visit time,15 mode,15 likely,15 possible,18 travel time,18 visit time,18 mode,18 likely,18 possible,21 travel time,21 visit time,21 mode,21 likely,21 possible
60,men,1701.8,8803.6,no,yes,1701.8,8803.6,foot,no,yes,1701.8,8803.6,foot,no,yes,1701.8,8803.6,foot,no,yes
61,men,2126.7,9653.4,no,yes,2126.7,9653.4,foot,no,yes,2126.7,9653.4,foot,no,yes,2126.7,9653.4,foot,no,yes
62,men,1058.7,7517.4,no,yes,1058.7,7517.4,foot,no,yes,1058.7,7517.4,foot,no,yes,1058.7,7517.4,foot,no,yes
63,men,1770.9000000000003,8941.800000000001,no,yes,1770.9,8941.8,foot,no,yes,1770.9,8941.8,foot,no,yes,1770.9,8941.8,foot,no,yes
64,men,1954.0,9308.0,no,yes,1954.0,9308.0,foot,no,yes,1954.0,9308.0,foot,no,yes,1954.0,9308.0,foot,no,yes
65,men,1156.3,7712.6,no,yes,1156.3,7712.6,foot,no,yes,1156.3,7712.6,foot,no,yes,1156.3,7712.6,foot,no,yes
66,men,2016.2,9432.4,no,yes,2016.2,9432.4,foot,no,yes,2016.2,9432.4,foot,no,yes,2016.2,9432.4,foot,no,yes
67,men,1243.9,7887.8,no,yes,1243.9,7887.8,foot,no,yes,1243.9,7887.8,foot,no,yes,1243.9,7887.8,foot,no,yes
68,men,370.5,6141.0,yes,yes,370.5,6141.0,foot,yes,yes,370.5,6141.0,foot,yes,yes,370.5,6141.0,foot,yes,yes
69,men,1672.8,8745.6,no,yes,1672.8,8745.6,foot,no,yes,1672.8,8745.6,foot,no,yes,1672.8,8745.6,foot,no,yes
70,men,264.3,5928.6,yes,yes,264.3,5928.6,foot,yes,yes,264.3,5928.6,foot,yes,yes,264.3,5928.6,foot,yes,yes
71,men,371.3999999999999,6142.8,yes,yes,371.4,6142.8,foot,yes,yes,371.4,6142.8,foot,yes,yes,371.4,6142.8,foot,yes,yes
72,men,1669.9000000000003,8739.800000000001,no,yes,1669.9,8739.8,foot,no,yes,1669.9,8739.8,foot,no,yes,1669.9,8739.8,foot,no,yes
73,men,1773.9000000000003,8947.800000000001,no,yes,1773.9,8947.8,foot,no,yes,1773.9,8947.8,foot,no,yes,1773.9,8947.8,foot,no,yes
74,men,2509.7,10419.4,no,yes,2509.7,10419.4,foot,no,yes,2509.7,10419.4,foot,no,yes,2509.7,10419.4,foot,no,yes
