,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,area,start_location,distance_start_centroid,distance_start_cinema,geometry,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_fastest_mode,15_trip_duration,15_fastest_overall_mode,15_transit_dur,15_walk_share,18_fastest_mode,18_trip_duration,18_fastest_overall_mode,18_transit_dur,18_walk_share,21_fastest_mode,21_trip_duration,21_fastest_overall_mode,21_transit_dur,21_walk_share,average transit duration,average walk share,average changes,15_chosen_route,18_chosen_route,21_chosen_route,average_chosen_route,15_visit_time,15_likely_women,15_possible_women,18_visit_time,18_likely_women,18_possible_women,21_visit_time,21_likely_women,21_possible_women,average_visit_time,average_likely_women,dummy_women,average_possible_women,dummy_possible_women,15_likely_men,15_possible_men,18_likely_men,18_possible_men,21_likely_men,21_possible_men,average_likely_men,dummy_men,average_possible_men,15_likely_children 10-17,15_possible_children 10-17,18_likely_children 10-17,18_possible_children 10-17,21_likely_children 10-17,21_possible_children 10-17,average_likely_children 10-17,average_possible_children 10-17,15_likely_45-64,15_possible_45-64,18_likely_45-64,18_possible_45-64,21_likely_45-64,21_possible_45-64,average_likely_45-64,average_possible_45-64,15_likely_65 and over,15_possible_65 and over,18_likely_65 and over,18_possible_65 and over,21_likely_65 and over,21_possible_65 and over,average_likely_65 and over,average_possible_65 and over
395,Apollo Kino,Apollo Kino_Hansemannplatz-KPLH2_15.csv,671.7,235.9,75.8,0,Apollo Kino_Hansemannplatz-KPLH2_18.csv,671.7,235.9,75.8,1,Apollo Kino_Hansemannplatz-KPLH2_21.csv,710.8,347.4,123.4,0,444.3,1167.6,Aachen,POINT (6.095583557971016 50.77427657644928),2046.35909841172,1372.56602172987,,2054.2,2.04342120251581,2.04342120251581,1.93101578746465,2.00595273083209,1609.9,transit,671.7,car,360,46.4046449307727,transit,671.7,car,360,46.4046449307727,transit,710.8,car,240,66.2352279122116,960,53.014839257919,1,671.7,671.7,710.8,684.733333333333,6743.4,yes,yes,6743.4,yes,yes,6821.6,yes,yes,6769.46666666667,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
396,Capitol,Capitol_Hansemannplatz-KPLH2_15.csv,515.4,235.9,99.5,0,Capitol_Hansemannplatz-KPLH2_18.csv,515.4,235.9,99.5,0,Capitol_Hansemannplatz-KPLH2_21.csv,680.4,347.4,213,0,335.6,554.4,Aachen,POINT (6.095583557971016 50.77427657644928),2046.35909841172,733.454013441716,,1711.2,1.42307724765564,1.42307724765564,1.07797474050811,1.30804307860646,1375.6,transit,515.4,car,180,65.0756693830035,transit,515.4,car,180,65.0756693830035,foot,554.4,car,120,82.363315696649,480,70.8382181542187,0,515.4,515.4,554.4,528.4,6430.8,yes,yes,6430.8,yes,yes,6508.8,yes,yes,6456.8,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes
397,,None_Hansemannplatz-KPLH2_15.csv,885,401.5,183.5,1,None_Hansemannplatz-KPLH2_18.csv,885,401.5,183.5,0,None_Hansemannplatz-KPLH2_21.csv,950.9,347.4,183.5,0,305.2,654.4,Aachen,POINT (6.095583557971016 50.77427657644928),2046.35909841172,761.724437099698,,2720.9,0.860705578643726,0.860705578643726,0.801056301503521,0.840822486263658,2415.7,foot,654.4,car,300,66.1016949152542,foot,654.4,car,300,66.1016949152542,foot,654.4,car,420,55.831317699022,1020,62.6782358431768,1,654.4,654.4,654.4,654.4,6708.8,yes,yes,6708.8,yes,yes,6708.8,yes,yes,6708.8,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
398,Cineplex Aachen,Cineplex Aachen_Hansemannplatz-KPLH2_15.csv,882.9,232.9,170,1,Cineplex Aachen_Hansemannplatz-KPLH2_18.csv,882.9,232.9,170,1,Cineplex Aachen_Hansemannplatz-KPLH2_21.csv,1108.8,347.4,341.4,0,234.4,594,Aachen,POINT (6.095583557971016 50.77427657644928),2046.35909841172,680.437221319203,,2874.6,0.770684359858651,0.770684359858651,0.613669932647189,0.71834621745483,2640.2,foot,594,car,480,45.633707101597,foot,594,car,480,45.633707101597,foot,594,car,420,62.1212121212121,1380,51.1295421081354,2,594,594,594,594,6588,yes,yes,6588,yes,yes,6588,yes,yes,6588,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
399,Eden Palast,Eden Palast_Hansemannplatz-KPLH2_15.csv,937.5,232.9,224.6,1,Eden Palast_Hansemannplatz-KPLH2_18.csv,937.5,232.9,224.6,1,Eden Palast_Hansemannplatz-KPLH2_21.csv,654.2,232.9,121.3,0,326.1,780.9,Aachen,POINT (6.095583557971016 50.77427657644928),2046.35909841172,812.72551580626,,2529.2,0.866907216860011,0.866907216860011,1.24231965118658,0.992044694968867,2203.1,foot,780.9,car,480,48.8,foot,780.9,car,480,48.8,transit,654.2,car,300,54.1424640782635,1260,50.5808213594212,2,780.9,780.9,654.2,738.666666666667,6961.8,no,yes,6961.8,no,yes,6708.4,yes,yes,6877.33333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
400,Apollo Kino,Apollo Kino_AachenBushofH11_15.csv,800.4,244.6,75.8,0,Apollo Kino_AachenBushofH11_18.csv,800.4,244.6,75.8,0,Apollo Kino_AachenBushofH11_21.csv,761.3,385.5,75.8,1,395.5,1067,Aachen,POINT (6.09103969805681 50.7737007117017),2186.89311666036,1153.32627962596,,2362.1,1.44093738084203,1.44093738084203,1.51494322819645,1.46560599662684,1966.6,transit,800.4,car,480,40.0299850074963,transit,800.4,car,480,40.0299850074963,transit,761.3,car,300,60.5937212662551,1260,46.8845637604159,1,800.4,800.4,761.3,787.366666666667,7000.8,no,yes,7000.8,no,yes,6922.6,no,yes,6974.73333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
401,Capitol,Capitol_AachenBushofH11_15.csv,644.1,244.6,99.5,0,Capitol_AachenBushofH11_18.csv,644.1,244.6,99.5,0,Capitol_AachenBushofH11_21.csv,545,385.5,99.5,0,274.7,503.7,Aachen,POINT (6.09103969805681 50.7737007117017),2186.89311666036,581.250949818509,,1833.2,0.902423458808429,0.902423458808429,1.06651550425415,0.957120807290334,1558.5,foot,503.7,car,300,53.4233814625058,foot,503.7,car,300,53.4233814625058,foot,503.7,car,60,88.9908256880734,660,65.2791962043617,0,503.7,503.7,503.7,503.7,6407.4,yes,yes,6407.4,yes,yes,6407.4,yes,yes,6407.4,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
402,,None_AachenBushofH11_15.csv,678.4,346.8,151.6,0,None_AachenBushofH11_18.csv,678.4,346.8,151.6,0,None_AachenBushofH11_21.csv,702,385.5,136.5,0,170.3,411.1,Aachen,POINT (6.09103969805681 50.7737007117017),2186.89311666036,435.039158452776,,2058.8,0.641272344417418,0.641272344417418,0.61971390092988,0.634086196588239,1888.5,foot,411.1,car,180,73.4669811320755,foot,411.1,car,180,73.4669811320755,foot,411.1,car,180,74.3589743589744,540,73.7643122077084,0,411.1,411.1,411.1,411.1,6222.2,yes,yes,6222.2,yes,yes,6222.2,yes,yes,6222.2,yes,1,yes,1,yes,yes,yes,yes,yes,yes,yes,1,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
403,Cineplex Aachen,Cineplex Aachen_AachenBushofH11_15.csv,534.6,244.6,170,0,Cineplex Aachen_AachenBushofH11_18.csv,534.6,244.6,170,0,Cineplex Aachen_AachenBushofH11_21.csv,499.5,297.2,142.3,0,99.6,321.9,Aachen,POINT (6.09103969805681 50.7737007117017),2186.89311666036,378.108556630237,,1568.7,0.707273768481551,0.707273768481551,0.756974087347822,0.723840541436974,1469.1,foot,321.9,car,120,77.5533108866442,foot,321.9,car,120,77.5533108866442,foot,321.9,car,60,87.987987987988,300,81.0315365870921,0,321.9,321.9,321.9,321.9,6043.8,yes,yes,6043.8,yes,yes,6043.8,yes,yes,6043.8,yes,1,yes,1,yes,yes,yes,yes,yes,yes,yes,1,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
404,Eden Palast,Eden Palast_AachenBushofH11_15.csv,538.5,297.2,121.3,0,Eden Palast_AachenBushofH11_18.csv,538.5,297.2,121.3,0,Eden Palast_AachenBushofH11_21.csv,626.8,385.5,121.3,0,191.3,508.8,Aachen,POINT (6.09103969805681 50.7737007117017),2186.89311666036,506.232553454724,,1703.8,0.940079022200045,0.940079022200045,0.807646064860759,0.89593470308695,1512.5,foot,508.8,car,120,77.7158774373259,foot,508.8,car,120,77.7158774373259,foot,508.8,car,120,80.85513720485,360,78.762297359834,0,508.8,508.8,508.8,508.8,6417.6,yes,yes,6417.6,yes,yes,6417.6,yes,yes,6417.6,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
405,Apollo Kino,Apollo Kino_Giselastraßelw_15.csv,1716.7,320.9,75.8,1,Apollo Kino_Giselastraßelw_18.csv,1670.9,455.1,75.8,3,Apollo Kino_Giselastraßelw_21.csv,1904.6,183.1,161.5,2,684,2443.3,Aachen,POINT (6.08340295 50.7564911),1981.7028668656,2709.74601679191,,5292.2,1.57846217556469,1.62172841988863,1.42273759151103,1.54097606232145,4608.2,transit,1716.7,car,1320,23.1082891594338,transit,1670.9,car,1140,31.7732958285954,transit,1904.6,car,1560,18.0930379082222,4020,24.3248742987504,6,1716.7,1670.9,1904.6,1764.06666666667,8833.4,no,yes,8741.8,no,yes,9209.2,no,yes,8928.13333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
406,Capitol,Capitol_Giselastraßelw_15.csv,1560.4,320.9,99.5,1,Capitol_Giselastraßelw_18.csv,1514.6,455.1,99.5,3,Capitol_Giselastraßelw_21.csv,1260.4,320.9,99.5,0,563.2,2116.2,Aachen,POINT (6.08340295 50.7564911),1981.7028668656,2456.27282154309,,4335.4,1.57413023682587,1.62173037207387,1.94880420623857,1.71488827171277,3772.2,transit,1560.4,car,1140,26.9418097923609,transit,1514.6,car,960,36.6169285619966,transit,1260.4,car,840,33.3544906378927,2940,32.3044096640834,4,1560.4,1514.6,1260.4,1445.13333333333,8520.8,no,yes,8429.2,no,yes,7920.8,no,yes,8290.26666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
407,,None_Giselastraßelw_15.csv,1213.6,320.9,172.7,0,None_Giselastraßelw_18.csv,1213.6,320.9,172.7,0,None_Giselastraßelw_21.csv,1093.6,320.9,172.7,0,458.9,1490.6,Aachen,POINT (6.08340295 50.7564911),1981.7028668656,1852.77983285363,,3520.8,1.5266808115142,1.5266808115142,1.69420248066352,1.58252136789731,3061.9,transit,1213.6,car,720,40.6723796967699,transit,1213.6,car,720,40.6723796967699,transit,1093.6,car,600,45.1353328456474,2040,42.1600307463958,0,1213.6,1213.6,1093.6,1173.6,7827.2,no,yes,7827.2,no,yes,7587.2,no,yes,7747.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
408,Cineplex Aachen,Cineplex Aachen_Giselastraßelw_15.csv,1210.9,320.9,170,0,Cineplex Aachen_Giselastraßelw_18.csv,1165.1,455.1,170,0,Cineplex Aachen_Giselastraßelw_21.csv,1090.9,320.9,170,0,344.9,1427.9,Aachen,POINT (6.08340295 50.7564911),1981.7028668656,1682.71093242003,,3466.9,1.38963657809896,1.44426309537381,1.54249787553399,1.45879918300225,3122,transit,1210.9,car,720,40.5400941448509,transit,1165.1,car,540,53.6520470345893,transit,1090.9,car,600,44.9995416628472,1860,46.3972276140958,0,1210.9,1165.1,1090.9,1155.63333333333,7821.8,no,yes,7730.2,no,yes,7581.8,no,yes,7711.26666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
409,Eden Palast,Eden Palast_Giselastraßelw_15.csv,1459.7,455.1,224.6,0,Eden Palast_Giselastraßelw_18.csv,1399.7,455.1,224.6,1,Eden Palast_Giselastraßelw_21.csv,1042.2,320.9,121.3,0,336.1,1313.3,Aachen,POINT (6.08340295 50.7564911),1981.7028668656,1613.4200452755,,3901.6,1.10530934114921,1.15268989445988,1.54809062106649,1.26869661889186,3565.5,foot,1313.3,car,780,46.564362540248,foot,1313.3,car,720,48.5604058012431,transit,1042.2,car,600,42.4294761082326,2100,45.8514148165746,1,1313.3,1313.3,1042.2,1222.93333333333,8026.6,no,yes,8026.6,no,yes,7484.4,no,yes,7845.86666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
410,Apollo Kino,Apollo Kino_Geschwister-Scholl-Gymnasiumlw_15.csv,1102.6,246.8,75.8,2,Apollo Kino_Geschwister-Scholl-Gymnasiumlw_18.csv,1102.6,246.8,75.8,2,Apollo Kino_Geschwister-Scholl-Gymnasiumlw_21.csv,1139.4,299.2,180.2,1,603,2542.9,Aachen,POINT (6.118161694605526 50.771508317963786),1496.01220752439,2948.10415243084,,3344.6,2.67377485255835,2.67377485255835,2.58741807304795,2.64498925938822,2741.6,transit,1102.6,car,780,29.2581171775803,transit,1102.6,car,780,29.2581171775803,transit,1139.4,car,660,42.0747761979989,2220,33.5303368510532,5,1102.6,1102.6,1139.4,1114.86666666667,7605.2,no,yes,7605.2,no,yes,7678.8,no,yes,7629.73333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
411,Capitol,Capitol_Geschwister-Scholl-Gymnasiumlw_15.csv,1006.3,246.8,99.5,2,Capitol_Geschwister-Scholl-Gymnasiumlw_18.csv,1006.3,246.8,99.5,2,Capitol_Geschwister-Scholl-Gymnasiumlw_21.csv,946.3,246.8,99.5,0,494.2,1869.3,Aachen,POINT (6.118161694605526 50.771508317963786),1496.01220752439,2296.06773043957,,2958.9,2.28169306413552,2.28169306413552,2.42636344757431,2.32991652528178,2464.7,transit,1006.3,car,660,34.4131968597834,transit,1006.3,car,660,34.4131968597834,transit,946.3,car,600,36.5951600972208,1920,35.1405179389292,4,1006.3,1006.3,946.3,986.3,7412.6,no,yes,7412.6,no,yes,7292.6,no,yes,7372.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
412,,None_Geschwister-Scholl-Gymnasiumlw_15.csv,990.3,157.6,172.7,0,None_Geschwister-Scholl-Gymnasiumlw_18.csv,990.3,157.6,172.7,0,None_Geschwister-Scholl-Gymnasiumlw_21.csv,1149.2,157.6,151.6,1,425.1,1885.6,Aachen,POINT (6.118161694605526 50.771508317963786),1496.01220752439,2350.38156987995,,3129.8,2.37340358465106,2.37340358465106,2.04523283143052,2.26401333357755,2704.7,transit,990.3,car,660,33.3535292335656,transit,990.3,car,660,33.3535292335656,transit,1149.2,car,840,26.9056735120083,2160,31.2042439930465,1,990.3,990.3,1149.2,1043.26666666667,7380.6,no,yes,7380.6,no,yes,7698.4,no,yes,7486.53333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
413,Cineplex Aachen,Cineplex Aachen_Geschwister-Scholl-Gymnasiumlw_15.csv,1056.4,339.7,176.7,0,Cineplex Aachen_Geschwister-Scholl-Gymnasiumlw_18.csv,1056.4,339.7,176.7,0,Cineplex Aachen_Geschwister-Scholl-Gymnasiumlw_21.csv,975.7,339.7,276,0,354.4,1786.7,Aachen,POINT (6.118161694605526 50.771508317963786),1496.01220752439,2195.66578804061,,3088.5,2.07844167743337,2.07844167743337,2.25034927543365,2.13574421010013,2734.1,transit,1056.4,car,540,48.8829988640666,transit,1056.4,car,540,48.8829988640666,transit,975.7,car,360,63.1034129343036,1440,53.6231368874789,0,1056.4,1056.4,975.7,1029.5,7512.8,no,yes,7512.8,no,yes,7351.4,no,yes,7459,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
414,Eden Palast,Eden Palast_Geschwister-Scholl-Gymnasiumlw_15.csv,1208.1,246.8,121.3,3,Eden Palast_Geschwister-Scholl-Gymnasiumlw_18.csv,1208.1,246.8,121.3,3,Eden Palast_Geschwister-Scholl-Gymnasiumlw_21.csv,866.6,339.7,166.9,0,446.1,1973.6,Aachen,POINT (6.118161694605526 50.771508317963786),1496.01220752439,2316.82355123302,,3282.8,1.91774153731729,1.91774153731729,2.67346359477616,2.16964888980358,2836.7,transit,1208.1,car,840,30.4693320089397,transit,1208.1,car,840,30.4693320089397,transit,866.6,car,360,58.4583429494577,2040,39.7990023224457,6,1208.1,1208.1,866.6,1094.26666666667,7816.2,no,yes,7816.2,no,yes,7133.2,no,yes,7588.53333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
415,Apollo Kino,Apollo Kino_AachenKaiserplatzH5-AUGU_15.csv,1496.5,460.7,75.8,0,Apollo Kino_AachenKaiserplatzH5-AUGU_18.csv,1496.5,460.7,75.8,0,Apollo Kino_AachenKaiserplatzH5-AUGU_21.csv,1320.4,464.6,75.8,2,348.2,1348.4,Aachen,POINT (6.1002159625953265 50.77721164928183),2191.64125626718,1548.65412872288,,4313.4,1.03485073753617,1.03485073753617,1.17286741042327,1.0808562951652,3965.2,foot,1348.4,car,960,35.8503174072837,foot,1348.4,car,960,35.8503174072837,transit,1320.4,car,780,40.9269918206604,2700,37.5425422117426,2,1348.4,1348.4,1320.4,1339.06666666667,8096.8,no,yes,8096.8,no,yes,8040.8,no,yes,8078.13333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
416,Capitol,Capitol_AachenKaiserplatzH5-AUGU_15.csv,1340.2,460.7,99.5,1,Capitol_AachenKaiserplatzH5-AUGU_18.csv,2000.2,460.7,99.5,3,Capitol_AachenKaiserplatzH5-AUGU_21.csv,905.4,464.6,80.8,0,271.9,858.2,Aachen,POINT (6.1002159625953265 50.77721164928183),2191.64125626718,907.5543727471,,4245.8,0.67717831125735,0.453731813192231,1.00237947067274,0.711096531707441,3973.9,foot,858.2,car,780,41.7997313833756,foot,858.2,car,1440,28.007199280072,foot,858.2,car,360,60.2385685884692,2580,43.3484997506389,4,858.2,858.2,858.2,858.2,7116.4,no,yes,7116.4,no,yes,7116.4,no,yes,7116.4,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
417,,None_AachenKaiserplatzH5-AUGU_15.csv,1233.4,460.7,172.7,1,None_AachenKaiserplatzH5-AUGU_18.csv,1250.3,464.6,125.7,2,None_AachenKaiserplatzH5-AUGU_21.csv,1381.1,464.6,136.5,1,397.3,1022.5,Aachen,POINT (6.1002159625953265 50.77721164928183),2191.64125626718,1169.86959958135,,3864.8,0.948491648760621,0.935671118596617,0.847056404012273,0.910406390456504,3467.5,foot,1022.5,car,600,51.3539808658991,foot,1022.5,car,660,47.2126689594497,foot,1022.5,car,780,43.5232785460865,2040,47.3633094571451,4,1022.5,1022.5,1022.5,1022.5,7445,no,yes,7445,no,yes,7445,no,yes,7445,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
418,Cineplex Aachen,Cineplex Aachen_AachenKaiserplatzH5-AUGU_15.csv,1181.3,464.6,176.7,2,Cineplex Aachen_AachenKaiserplatzH5-AUGU_18.csv,1181.3,464.6,176.7,2,Cineplex Aachen_AachenKaiserplatzH5-AUGU_21.csv,1386.9,464.6,142.3,2,326.5,1065.8,Aachen,POINT (6.1002159625953265 50.77721164928183),2191.64125626718,1129.8420510246,,3749.5,0.956439558981292,0.956439558981292,0.814652859632706,0.909177325865097,3423,foot,1065.8,car,540,54.2876492000339,foot,1065.8,car,540,54.2876492000339,foot,1065.8,car,780,43.7594635518062,1860,50.778253983958,6,1065.8,1065.8,1065.8,1065.8,7531.6,no,yes,7531.6,no,yes,7531.6,no,yes,7531.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
419,Eden Palast,Eden Palast_AachenKaiserplatzH5-AUGU_15.csv,1125.9,464.6,121.3,2,Eden Palast_AachenKaiserplatzH5-AUGU_18.csv,1125.9,464.6,121.3,2,Eden Palast_AachenKaiserplatzH5-AUGU_21.csv,942,460.7,121.3,0,418.2,1252.7,Aachen,POINT (6.1002159625953265 50.77721164928183),2191.64125626718,1260.49797001241,,3193.8,1.1195470024091,1.1195470024091,1.33810824842082,1.19240075107967,2775.6,transit,1125.9,car,540,52.0383693045564,transit,1125.9,car,540,52.0383693045564,transit,942,car,360,61.7834394904459,1440,55.2867260331862,4,1125.9,1125.9,942,1064.6,7651.8,no,yes,7651.8,no,yes,7284,no,yes,7529.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
420,Apollo Kino,Apollo Kino_LaurensbergRathaussw_15.csv,598.6,32.8,145.8,0,Apollo Kino_LaurensbergRathaussw_18.csv,598.6,32.8,145.8,0,Apollo Kino_LaurensbergRathaussw_21.csv,598.6,32.8,145.8,0,397.2,1822,Aachen,POINT (6.063067202881077 50.796820971333055),5426.59483582088,2116.42586395775,,1795.8,3.5356262344767,3.5356262344767,3.5356262344767,3.5356262344767,1398.6,transit,598.6,car,420,29.8362846642165,transit,598.6,car,420,29.8362846642165,transit,598.6,car,420,29.8362846642165,1260,29.8362846642165,0,598.6,598.6,598.6,598.6,6597.2,yes,yes,6597.2,yes,yes,6597.2,yes,yes,6597.2,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
421,Capitol,Capitol_LaurensbergRathaussw_15.csv,732.3,32.8,99.5,0,Capitol_LaurensbergRathaussw_18.csv,732.3,32.8,99.5,0,Capitol_LaurensbergRathaussw_21.csv,732.3,32.8,99.5,1,464.9,2230.7,Aachen,POINT (6.063067202881077 50.796820971333055),5426.59483582088,2675.86804050451,,2196.9,3.654059866864,3.654059866864,3.654059866864,3.654059866864,1732,transit,732.3,car,600,18.0663662433429,transit,732.3,car,600,18.0663662433429,transit,732.3,car,600,18.0663662433429,1800,18.0663662433429,1,732.3,732.3,732.3,732.3,6864.6,no,yes,6864.6,no,yes,6864.6,no,yes,6864.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
422,,None_LaurensbergRathaussw_15.csv,1268.3,255.6,172.7,3,None_LaurensbergRathaussw_18.csv,1264.4,32.8,151.6,0,None_LaurensbergRathaussw_21.csv,1321.3,188.6,172.7,0,766.8,2465.5,Aachen,POINT (6.063067202881077 50.796820971333055),5426.59483582088,3055.54650033099,,3854,2.40916699545138,2.41659799140382,2.31253046267387,2.37943181650969,3087.2,transit,1268.3,car,840,33.7696128676181,transit,1264.4,car,1080,14.583992407466,transit,1321.3,car,960,27.344282146371,2880,25.232629140485,3,1268.3,1264.4,1321.3,1284.66666666667,7936.6,no,yes,7928.8,no,yes,8042.6,no,yes,7969.33333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
423,Cineplex Aachen,Cineplex Aachen_LaurensbergRathaussw_15.csv,1169.5,32.8,176.7,0,Cineplex Aachen_LaurensbergRathaussw_18.csv,1289.5,32.8,176.7,0,Cineplex Aachen_LaurensbergRathaussw_21.csv,1318.6,188.6,170,0,734.9,2671.2,Aachen,POINT (6.063067202881077 50.796820971333055),5426.59483582088,3291.45371383682,,3777.6,2.81441104218625,2.55250384942755,2.4961729969944,2.62102929620273,3042.7,transit,1169.5,car,960,17.9136383069688,transit,1289.5,car,1080,16.2466072120977,transit,1318.6,car,960,27.1955103898074,3000,20.4519186362913,0,1169.5,1289.5,1318.6,1259.2,7739,no,yes,7979,no,yes,8037.2,no,yes,7918.4,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
424,Eden Palast,Eden Palast_LaurensbergRathaussw_15.csv,1456.9,255.6,121.3,2,Eden Palast_LaurensbergRathaussw_18.csv,1114.1,32.8,121.3,0,Eden Palast_LaurensbergRathaussw_21.csv,1269.9,188.6,121.3,0,739.9,2644.1,Aachen,POINT (6.063067202881077 50.796820971333055),5426.59483582088,3279.83165822361,,3840.9,2.25124007016515,2.94392932252366,2.58274797875707,2.5926391238153,3101,transit,1456.9,car,1080,25.8699979408333,transit,1114.1,car,960,13.8317924782336,transit,1269.9,car,960,24.4034963382943,3000,21.3684289191204,2,1456.9,1114.1,1269.9,1280.3,8313.8,no,yes,7628.2,no,yes,7939.8,no,yes,7960.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
